texto,rotulo_masculino,rotulo_feminino
word181 word154 word225 word115 word401 word405 word209 word397 word13 word78 word142 word194 word116 word257 word397 word229 word225 word30 word141 word404 word406 word53 word10 word416 word88 word288 word414 word394 word276 word189 word387 word348 word420 word257 word471 word385 word32 word147 word400 word59 word355 word171 word104 word270 word466 word449 word203 word2 word444 word449 word303 word315 word264 word7 word80 word72 word458 word25 word279 word182 word4 word460 word10 word428 word389 word397 word81 word441 word300 word201 word341 word171 word140 word145 word285 word301 word121 word123 word474 word258 word431,negativa,negativa
word253 word486 word265 word223 word329 word276 word193 word295 word2 word123 word337 word171 word28 word63 word434 word165 word12 word365 word266 word226 word448,negativa,negativa
word439 word280 word160 word173 word388 word119 word300 word468 word423 word194 word139 word311 word306 word362 word37 word270 word5 word496 word438 word370 word148 word374 word223 word325 word116 word238 word439 word95 word193 word146 word90 word199 word304 word28 word103 word409 word131 word168 word337 word374 word480 word80 word378 word362 word63 word439 word157 word212 word399 word262 word138 word161 word371 word92 word236 word374 word443 word414 word180 word100 word468 word299 word204 word451,positiva,positiva
word468 word428 word242 word361 word64 word319 word301 word318 word347 word445 word390 word19 word351 word365 word277 word312 word41 word131 word432 word2 word492 word112 word390 word110 word18 word303 word378 word43 word135 word153 word482 word156 word32 word493 word47 word244 word91 word127 word377 word69 word326 word284 word364 word81 word177 word2 word440 word495 word224 word265 word68 word439 word384 word58 word265 word86 word297 word329 word193 word221 word356 word78 word18 word209 word246 word144 word214 word52 word374 word384 word133 word326 word117 word198 word160 word486 word241 word317 word105 word464 word343 word53 word166 word253 word211 word401 word279 word279,positiva,negativa
word77 word477 word494 word150 word116 word270 word324 word322 word22 word356 word34 word171 word359 word444 word318 word80 word341 word19 word116 word62 word493 word185 word280 word396 word485 word498 word83 word197 word203 word399 word168 word116 word378 word248 word374 word190 word244 word5 word9 word1 word88 word174 word26 word81 word424 word428 word145 word474 word59 word16 word178 word133 word39 word424 word490 word136 word158 word360 word467 word144 word342 word12 word284 word494 word238 word321 word344 word317 word344 word444,positiva,positiva
word41 word88 word338 word285 word248 word107 word313 word453 word425 word87 word341 word122 word431 word237 word372 word270 word338 word468 word68 word452 word242 word72 word217 word28 word271 word237 word196 word223 word311 word414 word197 word9 word279 word473 word198 word62 word451 word210 word187 word148 word366 word73 word307 word175 word193 word108 word404 word227,positiva,positiva
word86 word379 word161 word239 word439 word337 word142 word5 word118 word209 word67 word442 word28 word271 word489 word168 word269 word37 word365 word489 word387 word75 word177 word362 word400 word202 word481 word102 word371 word249 word356 word299 word217 word408 word421 word409 word45 word212 word375 word434 word181 word371 word283 word111 word447 word223 word303 word145 word13 word227 word362 word164 word465 word376 word322 word404 word431 word361 word413 word357 word431 word52 word173 word444 word238 word8 word425 word328 word456 word9 word74 word256 word91 word261 word174 word106 word386 word20 word438 word77 word291 word496 word57 word464 word152 word371 word429 word116 word174 word431,neutra,neutra
word61 word274 word288 word110 word195 word393 word356 word294 word272 word184 word312 word10 word36 word392 word88 word359 word9 word132 word470 word133 word492 word136 word319 word336 word317 word148 word380 word156 word408 word189 word419 word491 word378 word231 word212 word189 word176 word236 word243 word360 word445 word442 word303 word496 word447 word244 word207 word231 word12 word166 word192 word390 word132 word328 word162 word182 word35 word260 word49 word103 word251 word347 word203 word127 word449 word175 word161 word35 word176 word110 word177 word98 word99 word368 word238 word348 word289 word270 word234 word194 word132 word445 word205 word443 word385 word302 word422 word329 word408 word399 word323 word362 word409 word113 word439,neutra,positiva
word209 word11 word499 word424 word89 word474 word399 word211 word465 word280 word345 word92 word55 word264 word164 word491 word43 word382 word301 word440 word500 word436 word188 word348 word82 word243 word135 word126 word286 word64 word285 word201 word115 word282 word376 word306 word45 word282 word312 word342 word213 word48 word64 word166 word318 word370 word337 word157 word221 word24 word399 word177 word255 word225 word143 word85 word477 word60,neutra,neutra
word271 word99 word100 word252 word302 word25 word249 word120 word459 word308 word186 word212 word419 word346 word194 word420 word311 word30 word316 word470 word432 word22 word441 word491 word82 word319 word378 word22 word414 word197 word150 word130 word253 word400 word411 word113 word414 word414 word31 word157 word8 word495 word237 word136 word448 word343 word471 word401 word478 word109 word103 word38 word172 word276 word283 word339 word367 word409 word260 word137 word220 word437 word408 word458 word271 word390 word207 word4 word372 word44 word318 word499 word13 word367 word435 word314 word345 word451 word389 word20 word388 word379 word115 word328 word421 word425 word436 word389 word62 word243 word117 word36 word132 word455,positiva,positiva
word19 word331 word317 word67 word454 word203 word489 word57 word326 word66 word475 word304 word38 word108 word180 word7 word5 word463 word491 word269 word452 word328 word15 word358 word10 word409 word184 word71 word130 word342 word424 word286 word81 word451 word396 word205 word278 word482 word189 word13 word73 word301 word499 word370 word309 word162 word220 word20 word186 word312 word453 word462 word411 word11 word406 word110 word309 word474 word444 word333 word150 word261 word352 word258 word203 word202 word300 word18 word500 word52 word493 word18 word257 word209 word287 word217 word449 word9 word493 word345 word390 word70 word33 word199 word162 word392 word449 word214 word385 word30 word372 word50 word334 word192 word208,negativa,negativa
word310 word207 word203 word18 word16 word268 word182 word127 word190 word303 word147 word175 word142 word334 word28 word460 word278 word123 word380 word470 word30 word103 word72 word36 word370 word97 word192 word408 word306 word339 word49 word486 word42 word355 word320 word207 word420 word447 word36 word480 word121 word396 word411 word279 word432 word413 word262 word90 word218 word451 word102 word500 word91 word333 word321 word98 word237 word73 word183 word480 word28 word436 word339 word375 word142 word475 word127 word252 word19 word444 word353 word82 word332 word92 word223 word257,neutra,neutra
word375 word236 word455 word276 word235 word480 word168 word104 word70 word314 word255 word388 word74 word160 word61 word155 word481 word449 word249 word50 word498 word79 word51 word206 word471 word400 word180 word228 word31 word136 word336 word211 word490 word223 word424 word364 word254 word435 word436 word161 word140 word355 word14 word351 word218 word384 word66 word288 word269 word8 word263 word328 word203 word307 word164 word306 word122 word141 word36 word49 word68 word95 word360 word109 word178 word87 word212 word123 word165 word35 word253 word135 word326 word499 word243 word256 word416 word173 word71 word361 word325 word235 word194 word15 word279 word274 word258 word153 word76 word286 word311 word87,positiva,positiva
word136 word175 word355 word165 word54 word9 word383 word475 word342 word31 word282 word136 word161 word461 word413 word368 word251 word290 word458 word331 word290 word49 word499 word405 word183 word126 word484 word479 word211 word116 word399 word313 word451 word273 word276 word72 word302 word182 word103 word391 word173 word107 word481 word482 word248 word148 word81 word314 word306 word310 word384 word236 word342 word328 word398 word372 word18 word310 word488 word280 word265 word304 word280 word201 word497 word36,neutra,neutra
word34 word441 word65 word443 word488 word256 word267 word249 word277 word411 word141 word142 word485 word425 word271 word101 word478 word440 word165 word271 word210 word422 word344 word247 word484 word305 word243 word464 word225 word210 word195 word111 word140 word46 word365 word295 word467 word306 word41 word311 word88 word19 word332 word14 word205 word448 word129 word348 word189 word57 word99 word38 word76 word81 word442 word404 word177 word362 word103 word320 word102 word321 word179 word430 word418 word167 word21 word162 word141 word213 word288 word495 word32 word278 word86 word274 word319 word405 word280 word90 word457 word203 word240 word321 word133 word495 word23 word78 word496 word227 word447 word453 word496 word363 word342 word307,positiva,positiva
word442 word150 word412 word167 word168 word327 word311 word275 word116 word49 word455 word437 word444 word257 word443 word237 word38 word100 word137 word189 word470 word167 word307 word136 word322 word284 word76 word232 word53 word445 word353 word471 word438 word110 word354 word51 word481 word393 word341 word498 word424 word432 word51 word12 word481 word126 word214 word22 word312 word411 word421 word291 word331 word257 word224 word278 word468 word127 word236 word301 word286 word16 word144 word324 word348 word368 word496 word337 word290 word167 word186 word414 word235 word358,negativa,negativa
